1.973132390499534455e-03,2.235562913089920046e-03
1.913172927607358857e-03,2.157207858030801319e-03
1.853141308892554753e-03,2.079491307510870218e-03
1.793098219575139669e-03,2.002453341233954680e-03
1.733103279035308258e-03,1.926166222779947474e-03
1.673217633060040651e-03,1.850716993873219697e-03
1.613501361722088304e-03,1.776213902199385956e-03
1.554016071154749054e-03,1.702756070808480971e-03
1.494823338469218089e-03,1.630301010481211834e-03
1.435983157856447366e-03,1.558905607410792640e-03
1.377557567996996616e-03,1.488627930944253072e-03
1.319608061551665783e-03,1.419523135378265681e-03
1.262194550225077209e-03,1.351644907805232181e-03
1.205378991127856875e-03,1.285044748224984518e-03
1.149220726292624409e-03,1.219771250224153600e-03
1.093780626657098534e-03,1.155869382174738594e-03
1.039117986048519954e-03,1.093384100318725311e-03
9.852915581508147475e-04,1.032357462769357796e-03
9.323600752920168950e-04,9.728279107987570541e-04
8.803817319653363914e-04,9.148338804036256411e-04
8.294126338384611753e-04,8.584094740949878505e-04
7.795093869117279781e-04,8.035880718928838356e-04
7.307270290509794214e-04,7.504008899812295800e-04
6.831200665608090075e-04,6.988762615756735240e-04
6.367409239466909716e-04,6.490425244426383617e-04
5.916414977661315451e-04,6.009236947000332367e-04
5.478731581737779398e-04,5.545430754227617925e-04
5.054851991612907200e-04,5.099239788595045370e-04
4.645248408006595240e-04,4.670854012571615081e-04
4.250387825382161166e-04,4.260463511083831104e-04
3.870726877736691495e-04,3.868229663014300301e-04
3.506691178294083530e-04,3.494321200406545519e-04
3.158706359400592894e-04,3.138878172891004358e-04
2.827167073115918598e-04,2.802033585569430616e-04
2.512452520329495616e-04,2.483898992844043316e-04
2.214931636736808794e-04,2.184586129137613172e-04
1.934942437074200496e-04,1.904192501107415734e-04
1.672817874235504897e-04,1.642801395664720057e-04
1.428860015654768339e-04,1.400503503051465329e-04
1.203355563763126488e-04,1.177353688679350812e-04
9.965603694964750693e-05,9.734214366511930166e-05
8.087201157682103890e-05,7.887620316230988687e-05
6.400548291794339441e-05,6.234237680700056654e-05
4.907640596927787750e-05,4.774479534887808888e-05
3.610217255471873105e-05,3.508617074428330477e-05
2.509812900651248952e-05,2.437067791900729584e-05
1.607706042902397624e-05,1.559963265603410534e-05
9.049708089643703488e-06,8.775813991445011143e-06
4.023736844512101234e-06,3.900582868774391910e-06
1.006318618756365684e-06,9.753229463857525888e-07
5.666833531927775614e-10,0.000000000000000000e+00
5.666833531927775614e-10,0.000000000000000000e+00
1.006318618756365684e-06,9.753229463857525888e-07
4.023736844512101234e-06,3.900582868774391910e-06
9.049708089643703488e-06,8.775813991445011143e-06
1.607706042902397624e-05,1.559963265603410534e-05
2.509812900651248952e-05,2.437067791900729584e-05
3.610217255471873105e-05,3.508617074428330477e-05
4.907640596927787750e-05,4.774479534887808888e-05
6.400548291794339441e-05,6.234237680700056654e-05
8.087201157682103890e-05,7.887620316230988687e-05
9.965603694964750693e-05,9.734214366511930166e-05
1.203355563763126488e-04,1.177353688679350812e-04
1.428860015654768339e-04,1.400503503051465329e-04
1.672817874235504897e-04,1.642801395664720057e-04
1.934942437074200496e-04,1.904192501107415734e-04
2.214931636736808794e-04,2.184586129137613172e-04
2.512452520329495616e-04,2.483898992844043316e-04
2.827167073115918598e-04,2.802033585569430616e-04
3.158706359400592894e-04,3.138878172891004358e-04
3.506691178294083530e-04,3.494321200406545519e-04
3.870726877736691495e-04,3.868229663014300301e-04
4.250387825382161166e-04,4.260463511083831104e-04
4.645248408006595240e-04,4.670854012571615081e-04
5.054851991612907200e-04,5.099239788595045370e-04
5.478731581737779398e-04,5.545430754227617925e-04
5.916414977661315451e-04,6.009236947000332367e-04
6.367409239466909716e-04,6.490425244426383617e-04
6.831200665608090075e-04,6.988762615756735240e-04
7.307270290509794214e-04,7.504008899812295800e-04
7.795093869117279781e-04,8.035880718928838356e-04
8.294126338384611753e-04,8.584094740949878505e-04
8.803817319653363914e-04,9.148338804036256411e-04
9.323600752920168950e-04,9.728279107987570541e-04
9.852915581508147475e-04,1.032357462769357796e-03
1.039117986048519954e-03,1.093384100318725311e-03
1.093780626657098534e-03,1.155869382174738594e-03
1.149220726292624409e-03,1.219771250224153600e-03
1.205378991127856875e-03,1.285044748224984518e-03
1.262194550225077209e-03,1.351644907805232181e-03
1.319608061551665783e-03,1.419523135378265681e-03
1.377557567996996616e-03,1.488627930944253072e-03
1.435983157856447366e-03,1.558905607410792640e-03
1.494823338469218089e-03,1.630301010481211834e-03
1.554016071154749054e-03,1.702756070808480971e-03
1.613501361722088304e-03,1.776213902199385956e-03
1.673217633060040651e-03,1.850716993873219697e-03
1.733103279035308258e-03,1.926166222779947474e-03
1.793098219575139669e-03,2.002453341233954680e-03
1.853141308892554753e-03,2.079491307510870218e-03
1.913172927607358857e-03,2.157207858030801319e-03
1.973132390499534455e-03,2.235562913089920046e-03
