-5.449947765000000111e+00,-6.817188090000000145e+00
-5.450097722999999839e+00,-6.816963313999999663e+00
-5.450247326999999586e+00,-6.816739402999999697e+00
-5.450396431999999791e+00,-6.816516571000000191e+00
-5.450544894000000085e+00,-6.816295030000000033e+00
-5.450692571000000264e+00,-6.816074987999999557e+00
-5.450839322000000209e+00,-6.815856650999999822e+00
-5.450985006999999882e+00,-6.815640220999999777e+00
-5.451129488000000300e+00,-6.815425895999999817e+00
-5.451272627999999898e+00,-6.815213871000000090e+00
-5.451414291999999939e+00,-6.815004337000000412e+00
-5.451554348000000161e+00,-6.814797482000000350e+00
-5.451692665000000382e+00,-6.814593490000000031e+00
-5.451829112000000421e+00,-6.814392540000000054e+00
-5.451963563999999707e+00,-6.814194805999999716e+00
-5.452095896000000330e+00,-6.814000462000000091e+00
-5.452225985000000108e+00,-6.813809672999999734e+00
-5.452353710999999770e+00,-6.813622602999999778e+00
-5.452478957000000293e+00,-6.813439408999999891e+00
-5.452601607000000072e+00,-6.813260246999999659e+00
-5.452721549999999695e+00,-6.813085264999999779e+00
-5.452838674999999746e+00,-6.812914607999999816e+00
-5.452952875000000255e+00,-6.812748416999999890e+00
-5.453064046999999803e+00,-6.812586828999999788e+00
-5.453172088999999723e+00,-6.812429973000000416e+00
-5.453276903999999980e+00,-6.812277976999999929e+00
-5.453378394999999657e+00,-6.812130962000000345e+00
-5.453476473000000269e+00,-6.811989046999999964e+00
-5.453571046999999616e+00,-6.811852341999999894e+00
-5.453662032999999631e+00,-6.811720958000000437e+00
-5.453749347999999664e+00,-6.811594995000000097e+00
-5.453832914000000365e+00,-6.811474553000000043e+00
-5.453912655999999970e+00,-6.811359724999999976e+00
-5.453988501999999627e+00,-6.811250601000000238e+00
-5.454060383999999928e+00,-6.811147262999999619e+00
-5.454128236999999935e+00,-6.811049791000000297e+00
-5.454192001000000012e+00,-6.810958259999999598e+00
-5.454251618999999884e+00,-6.810872738999999676e+00
-5.454307037000000413e+00,-6.810793292999999693e+00
-5.454358205000000126e+00,-6.810719982000000172e+00
-5.454405077999999740e+00,-6.810652861000000335e+00
-5.454447615000000305e+00,-6.810591979999999879e+00
-5.454485776000000286e+00,-6.810537386000000026e+00
-5.454519527999999617e+00,-6.810489117999999564e+00
-5.454548842000000342e+00,-6.810447213999999860e+00
-5.454573689000000059e+00,-6.810411702999999761e+00
-5.454594049999999861e+00,-6.810382612999999807e+00
-5.454609903999999787e+00,-6.810359964999999960e+00
-5.454621238999999733e+00,-6.810343775999999849e+00
-5.454628043999999676e+00,-6.810334057999999580e+00
-5.454630313000000008e+00,-6.810330816999999648e+00
-5.454630313000000008e+00,-6.810330816999999648e+00
-5.454628043999999676e+00,-6.810334057999999580e+00
-5.454621238999999733e+00,-6.810343775999999849e+00
-5.454609903999999787e+00,-6.810359964999999960e+00
-5.454594049999999861e+00,-6.810382612999999807e+00
-5.454573689000000059e+00,-6.810411702999999761e+00
-5.454548842000000342e+00,-6.810447213999999860e+00
-5.454519527999999617e+00,-6.810489117999999564e+00
-5.454485776000000286e+00,-6.810537386000000026e+00
-5.454447615000000305e+00,-6.810591979999999879e+00
-5.454405077999999740e+00,-6.810652861000000335e+00
-5.454358205000000126e+00,-6.810719982000000172e+00
-5.454307037000000413e+00,-6.810793292999999693e+00
-5.454251618999999884e+00,-6.810872738999999676e+00
-5.454192001000000012e+00,-6.810958259999999598e+00
-5.454128236999999935e+00,-6.811049791000000297e+00
-5.454060383999999928e+00,-6.811147262999999619e+00
-5.453988501999999627e+00,-6.811250601000000238e+00
-5.453912655999999970e+00,-6.811359724999999976e+00
-5.453832914000000365e+00,-6.811474553000000043e+00
-5.453749347999999664e+00,-6.811594995000000097e+00
-5.453662032999999631e+00,-6.811720958000000437e+00
-5.453571046999999616e+00,-6.811852341999999894e+00
-5.453476473000000269e+00,-6.811989046999999964e+00
-5.453378394999999657e+00,-6.812130962000000345e+00
-5.453276903999999980e+00,-6.812277976999999929e+00
-5.453172088999999723e+00,-6.812429973000000416e+00
-5.453064046999999803e+00,-6.812586828999999788e+00
-5.452952875000000255e+00,-6.812748416999999890e+00
-5.452838674999999746e+00,-6.812914607999999816e+00
-5.452721549999999695e+00,-6.813085264999999779e+00
-5.452601607000000072e+00,-6.813260246999999659e+00
-5.452478957000000293e+00,-6.813439408999999891e+00
-5.452353710999999770e+00,-6.813622602999999778e+00
-5.452225985000000108e+00,-6.813809672999999734e+00
-5.452095896000000330e+00,-6.814000462000000091e+00
-5.451963563999999707e+00,-6.814194805999999716e+00
-5.451829112000000421e+00,-6.814392540000000054e+00
-5.451692665000000382e+00,-6.814593490000000031e+00
-5.451554348000000161e+00,-6.814797482000000350e+00
-5.451414291999999939e+00,-6.815004337000000412e+00
-5.451272627999999898e+00,-6.815213871000000090e+00
-5.451129488000000300e+00,-6.815425895999999817e+00
-5.450985006999999882e+00,-6.815640220999999777e+00
-5.450839322000000209e+00,-6.815856650999999822e+00
-5.450692571000000264e+00,-6.816074987999999557e+00
-5.450544894000000085e+00,-6.816295030000000033e+00
-5.450396431999999791e+00,-6.816516571000000191e+00
-5.450247326999999586e+00,-6.816739402999999697e+00
-5.450097722999999839e+00,-6.816963313999999663e+00
-5.449947765000000111e+00,-6.817188090000000145e+00
